Date,FTIR_integrate_00,FTIR_integrate_01,FTIR_integrate_02,FTIR_integrate_03,FTIR_integrate_04,FTIR_integrate_05,FTIR_integrate_06,FTIR_integrate_07,FTIR_integrate_08,FTIR_integrate_09,FTIR_integrate_10,FTIR_integrate_11,FTIR_integrate_12,FTIR_integrate_13,FTIR_integrate_14,FTIR_integrate_15,IWP,LWP,Latitude,Longitude,RRTMG_All_00,RRTMG_All_01,RRTMG_All_02,RRTMG_All_03,RRTMG_All_04,RRTMG_All_05,RRTMG_All_06,RRTMG_All_07,RRTMG_All_08,RRTMG_All_09,RRTMG_All_10,RRTMG_All_11,RRTMG_All_12,RRTMG_All_13,RRTMG_All_14,RRTMG_All_15,RRTMG_All_16,RRTMG_All_17,RRTMG_All_18,RRTMG_All_19,RRTMG_All_20,RRTMG_All_21,RRTMG_All_22,RRTMG_All_23,RRTMG_All_24,RRTMG_All_25,RRTMG_All_26,RRTMG_All_27,RRTMG_All_28,RRTMG_Clear_00,RRTMG_Clear_01,RRTMG_Clear_02,RRTMG_Clear_03,RRTMG_Clear_04,RRTMG_Clear_05,RRTMG_Clear_06,RRTMG_Clear_07,RRTMG_Clear_08,RRTMG_Clear_09,RRTMG_Clear_10,RRTMG_Clear_11,RRTMG_Clear_12,RRTMG_Clear_13,RRTMG_Clear_14,RRTMG_Clear_15,RRTMG_Clear_16,RRTMG_Clear_17,RRTMG_Clear_18,RRTMG_Clear_19,RRTMG_Clear_20,RRTMG_Clear_21,RRTMG_Clear_22,RRTMG_Clear_23,RRTMG_Clear_24,RRTMG_Clear_25,RRTMG_Clear_26,RRTMG_Clear_27,RRTMG_Clear_28,SZA,red_chi_2,rice,rliq
2017-06-11 10:08:00,15625.774972482322,1665.9050405689036,47.43532777117763,24.662498797777715,36.49881164044742,36.98987583585708,17.386664137476078,13.572134263728575,19.664604571671568,5.436129135208223,9.153312711013625,-237.07774459928675,-2091.930693535612,-3052.9875606593414,-8032.784585826961,-44781.442728716494,35.611614820472,16.542113692253995,81.84316,11.096164,49.5201,51.001,46.965,24.0978,36.5088,38.3482,18.1289,14.0418,19.3063,5.2903,9.821,2.9249,0.7334,0.314,0.2595,0.1631,2.2742,0.0115,2.0136,1.4176,6.8379,12.3194,9.0255,123.7779,87.5752,145.8265,57.5358,10.4653,0.0523,49.1364,51.0038,45.9079,24.0663,24.22,6.1499,4.9433,2.4686,13.8903,5.2484,9.8126,2.5994,0.4405,0.3125,0.0925,0.0557,3.1863,0.326,9.0656,6.7264,15.2393,25.6549,11.0297,144.1097,98.8981,162.2305,61.1725,10.6064,0.0,59.0851192315,3.152552063765877,15.887918758187311,7.974244828525089
2017-06-11 10:09:00,-33513.26953539291,-3428.3788370477723,47.429904616722126,24.43656568863731,36.03015495430011,35.56947769644773,16.73834801878267,13.03946756088957,19.435577781782456,5.434543898479469,12.388778424891346,-210.84711277071415,-1862.9993673063848,-2718.882566940925,-7153.713384171133,-39880.766474946184,44.48449548842382,11.8193452985871,81.843103,11.096427,49.5178,50.9979,46.9574,24.0972,36.4733,38.1932,18.0312,13.9352,19.2431,5.2894,9.8209,2.9186,0.729,0.314,0.2561,0.1619,2.3109,0.0124,2.5895,1.8491,7.6852,13.5827,9.2872,124.8481,88.04,146.512,57.7844,10.5095,0.0525,49.1367,51.0038,45.9071,24.0666,24.2195,6.1498,4.9433,2.4685,13.8897,5.2485,9.8129,2.5993,0.4405,0.3125,0.0925,0.0557,3.1878,0.3264,9.0691,6.7291,15.2448,25.6649,11.0336,144.1609,98.9328,162.29,61.197,10.6118,0.0,59.0740953062,3.71655902050004,27.51183856839122,6.880149194995817
2017-06-11 10:10:00,87652.97962833848,9126.997845647556,47.20186404987023,24.13266816036963,36.62734224658467,37.59700940366165,17.69178822700439,13.826799637514123,19.728924108348377,5.413131637541562,11.569592941392502,-202.95925563538017,-1794.0390021176806,-2618.241021907801,-6888.91313996008,-38404.54900091985,63.61805846600074,11.885302130793459,81.843047,11.096706,49.5213,51.0047,46.9712,24.0991,36.5209,38.3807,18.149,14.0646,19.3225,5.291,9.8218,2.9272,0.7346,0.314,0.2606,0.1636,2.2057,0.011,1.0258,0.6917,4.3769,7.7665,8.7876,121.227,86.8953,144.9219,57.1979,10.4081,0.052,49.137,51.0037,45.9067,24.0668,24.219,6.1496,4.9433,2.4684,13.8891,5.2486,9.8131,2.5992,0.4405,0.3125,0.0925,0.0557,3.1892,0.3267,9.0724,6.7318,15.2502,25.6752,11.0374,144.2117,98.9672,162.349,61.2213,10.6168,0.0,59.0632318903,3.1820025237277716,20.611725654297253,3.498142527706635
2017-06-11 10:13:00,-31400.792459992525,-3206.8880331353676,47.36188349405117,24.62811350841527,36.36394260688645,36.62447545336184,17.271404590111764,13.47570124740708,19.631331345426524,5.485525639005318,9.953430601187854,-236.57669170184087,-2087.6177079102868,-3046.6931401490883,-8016.223193732527,-44689.11571264145,12.76249257853027,39.861898687016705,81.842862,11.097653,49.5192,51.0053,46.9635,24.0984,36.4925,38.2556,18.0468,13.9298,19.2489,5.29,9.8219,2.9107,0.7249,0.314,0.2434,0.1606,2.3419,0.0127,2.9816,1.9548,8.5099,16.4248,8.7159,125.3577,88.4868,147.2398,58.0492,10.5527,0.0528,49.1376,51.0034,45.9049,24.0674,24.2174,6.1491,4.9431,2.4681,13.8876,5.2489,9.8138,2.599,0.4404,0.3126,0.0925,0.0557,3.1932,0.3279,9.082,6.7397,15.266,25.7041,11.0486,144.3596,99.0671,162.5199,61.2918,10.6319,0.0,59.0315705484,3.2543978514768925,30.277388495713318,10.36792713702754
2017-06-11 10:14:00,3692.692432601622,414.0983823944937,47.07775552162667,24.498861354914013,35.56403663401461,34.345774436626655,16.20567934762504,12.575595402423625,19.188938161888835,5.344994182047505,8.272028636384592,-212.63673985536613,-1878.6061239731368,-2741.6592459738727,-7213.641619257907,-40214.856453171975,29.555173832902707,13.646366111863482,81.842812,11.097941,49.5156,50.9971,46.948,24.0974,36.393,37.9491,17.9092,13.8059,19.1718,5.2891,9.8217,2.9116,0.7234,0.314,0.2513,0.1597,2.3785,0.0149,3.4757,2.485,9.0968,16.0231,9.4131,126.288,88.6863,147.47,58.1141,10.5641,0.0528,49.1379,51.0033,45.9047,24.0676,24.217,6.1491,4.9431,2.468,13.8872,5.249,9.8141,2.5991,0.4404,0.3126,0.0925,0.0557,3.1945,0.3281,9.0851,6.7423,15.2712,25.7134,11.0523,144.4089,99.0995,162.5756,61.3148,10.6365,0.0,59.0213457552,2.4893187511931503,23.804295593735752,9.661481518584644
2017-06-11 10:43:00,38285.723053949645,4006.1167958772976,46.85421645607039,24.57387737126172,36.415003463044435,37.75687852619313,17.782689136030452,13.881476078246596,19.557250063079266,5.323543369451301,9.921845837191213,-198.7064407082025,-1756.2590692002764,-2563.1045560603407,-6743.842338269424,-37595.80332523204,77.30248454540926,24.8669092807382,81.840999,11.107306,49.532,51.0212,46.9884,24.1089,36.5382,38.4076,18.1653,14.0794,19.343,5.2958,9.8314,2.9313,0.736,0.3145,0.2612,0.1639,2.2239,0.0111,0.8094,0.5578,3.9696,7.4193,8.5114,122.3638,88.0761,146.784,57.9074,10.5467,0.0527,49.1465,51.0012,45.8812,24.0757,24.1994,6.143,4.9413,2.4639,13.8712,5.2526,9.8225,2.5969,0.4394,0.313,0.0924,0.0555,3.2245,0.3351,9.1567,6.8004,15.3862,25.9283,11.1326,145.4958,99.8188,163.8018,61.8205,10.7456,0.0,58.7945356635,1.3885637785588867,24.27993222510034,8.126160942044491
2017-06-11 10:44:00,164110.3665629331,17034.461157425012,46.75999976387807,24.7984328298349,36.11627024566885,37.031276831807425,17.481726637470405,13.616185647135566,19.407903104387955,5.310509266834739,9.930483483292294,-254.83230115676747,-2246.1857933472743,-3278.109216146562,-8625.107262616073,-48083.54348146825,111.34972569687206,11.863753375066107,81.840916,11.10771,49.5236,50.9309,46.8222,24.0899,36.3312,38.1144,18.0075,13.9452,19.1736,5.2849,9.8252,2.9017,0.7235,0.3144,0.2564,0.1603,2.2352,0.0112,0.9312,0.6726,4.1799,7.3145,9.0882,122.7113,88.3129,147.2686,58.0991,10.58,0.0529,49.1465,51.0012,45.8812,24.0757,24.1994,6.143,4.9413,2.4639,13.8712,5.2526,9.8225,2.5969,0.4394,0.313,0.0924,0.0555,3.2251,0.3352,9.1583,6.8017,15.3888,25.933,11.1345,145.5217,99.8357,163.8309,61.8325,10.7482,0.0,58.7891363989,1.41113583586092,34.37889749095962,10.137021674376966
2017-06-11 10:45:00,64902.68059886262,6770.207077347804,46.63688936068115,24.695886055839637,36.063385868804346,37.09793245246792,17.497295981189115,13.618275797492231,19.361138911071173,5.355131707171534,10.05174695577272,-240.97124722692695,-2125.123954746284,-3101.4301854016667,-8160.243070866817,-45492.00265810537,120.03574237241831,15.084039803384446,81.840869,11.107924,49.5236,50.9315,46.8226,24.0899,36.3321,38.1167,18.0086,13.9462,19.1746,5.2849,9.8252,2.9018,0.7236,0.3144,0.2564,0.1603,2.2287,0.0112,0.8346,0.5976,3.9035,6.8894,8.9633,122.3803,88.3178,147.2877,58.1069,10.5812,0.0529,49.1465,51.0012,45.8812,24.0757,24.1994,6.143,4.9413,2.4639,13.8712,5.2526,9.8225,2.5969,0.4394,0.313,0.0924,0.0555,3.2257,0.3353,9.1598,6.8029,15.3913,25.9377,11.1363,145.5456,99.8519,163.8589,61.8441,10.7504,0.0,58.7839454552,1.3234833607276364,37.593005051775535,10.83035761294895
2017-06-11 10:46:00,-3724.563428596646,-340.3424308334364,46.35964474699326,25.05184130029943,35.50492428744547,35.683962265684926,16.90247718337551,13.11402933932779,19.076259746292546,5.298835782911003,9.95735646238019,-160.53260264030735,-1422.6244877812296,-2076.19443517263,-5462.722112248855,-30453.770395410178,85.10392158493757,9.435143921977353,81.840824,11.108179,49.5224,50.9277,46.8137,24.0894,36.299,38.0411,17.9702,13.9047,19.1458,5.2844,9.8251,2.8991,0.7217,0.3144,0.2552,0.1597,2.2937,0.012,1.7374,1.2635,6.0486,10.449,9.3989,125.075,88.9135,148.0904,58.4028,10.6357,0.0532,49.1465,51.0012,45.8812,24.0757,24.1994,6.143,4.9413,2.4639,13.8712,5.2526,9.8225,2.5969,0.4394,0.313,0.0924,0.0555,3.2263,0.3354,9.1613,6.8041,15.3938,25.942,11.1381,145.5685,99.8676,163.8858,61.8552,10.7528,0.0,58.778918435899996,1.3056143996552236,35.90407233078229,13.056970125447718
2017-06-11 10:47:00,11178.620521757717,1196.8159265963486,46.58496164193796,25.178086230137044,36.09408727378022,37.12199279482186,17.4867096909015,13.631034722252137,19.353179715057536,5.313211251666264,10.01873149411375,-263.65818132208904,-2323.15433248819,-3390.437981762689,-8920.658017101074,-49731.18995374523,87.14582832505351,15.557679431504507,81.840741,11.108627,49.5315,51.0157,46.9813,24.1079,36.5259,38.3866,18.1542,14.0671,19.3323,5.2953,9.831,2.93,0.7353,0.3145,0.2609,0.1636,2.2641,0.0114,1.2655,0.9042,5.0819,8.9722,9.1107,124.3302,88.6911,147.6495,58.235,10.6079,0.053,49.1465,51.0012,45.8812,24.0757,24.1994,6.143,4.9413,2.4639,13.8712,5.2526,9.8225,2.5969,0.4394,0.313,0.0924,0.0555,3.2269,0.3354,9.1628,6.8053,15.3962,25.9464,11.1398,145.5909,99.8829,163.9123,61.8661,10.7553,0.0,58.7740143601,0.4482995723341009,30.850651994851667,12.573464260964183
