Date,FTIR_integrate_00,FTIR_integrate_01,FTIR_integrate_02,FTIR_integrate_03,FTIR_integrate_04,FTIR_integrate_05,FTIR_integrate_06,FTIR_integrate_07,FTIR_integrate_08,FTIR_integrate_09,FTIR_integrate_10,FTIR_integrate_11,FTIR_integrate_12,FTIR_integrate_13,FTIR_integrate_14,FTIR_integrate_15,IWP,LWP,Latitude,Longitude,RRTMG_All_00,RRTMG_All_01,RRTMG_All_02,RRTMG_All_03,RRTMG_All_04,RRTMG_All_05,RRTMG_All_06,RRTMG_All_07,RRTMG_All_08,RRTMG_All_09,RRTMG_All_10,RRTMG_All_11,RRTMG_All_12,RRTMG_All_13,RRTMG_All_14,RRTMG_All_15,RRTMG_All_16,RRTMG_All_17,RRTMG_All_18,RRTMG_All_19,RRTMG_All_20,RRTMG_All_21,RRTMG_All_22,RRTMG_All_23,RRTMG_All_24,RRTMG_All_25,RRTMG_All_26,RRTMG_All_27,RRTMG_All_28,RRTMG_Clear_00,RRTMG_Clear_01,RRTMG_Clear_02,RRTMG_Clear_03,RRTMG_Clear_04,RRTMG_Clear_05,RRTMG_Clear_06,RRTMG_Clear_07,RRTMG_Clear_08,RRTMG_Clear_09,RRTMG_Clear_10,RRTMG_Clear_11,RRTMG_Clear_12,RRTMG_Clear_13,RRTMG_Clear_14,RRTMG_Clear_15,RRTMG_Clear_16,RRTMG_Clear_17,RRTMG_Clear_18,RRTMG_Clear_19,RRTMG_Clear_20,RRTMG_Clear_21,RRTMG_Clear_22,RRTMG_Clear_23,RRTMG_Clear_24,RRTMG_Clear_25,RRTMG_Clear_26,RRTMG_Clear_27,RRTMG_Clear_28,SZA,red_chi_2,rice,rliq
2017-06-11 10:15:00,8451.795002522373,912.5824559619092,47.30605193584952,24.747756128200336,36.61975869402948,37.45302330170576,17.649690999027758,13.789605634075906,19.77408773820114,5.395768969028102,9.938801108324347,-221.90555596432907,-1959.5264854335635,-2859.755346244384,-7524.366938326799,-41947.09860800294,54.4020042279175,25.714406808300314,81.842741,11.098292,49.5229,51.0087,46.9743,24.1004,36.5239,38.3886,18.1544,14.0697,19.3289,5.2918,9.8231,2.9281,0.7351,0.3141,0.2608,0.1636,2.2187,0.0111,1.0123,0.6897,4.5866,8.6635,8.4487,121.8307,87.2998,145.5146,57.4204,10.4469,0.0522,49.1382,51.0034,45.9042,24.068,24.2164,6.1489,4.943,2.4679,13.8868,5.2491,9.8144,2.599,0.4404,0.3126,0.0925,0.0557,3.1959,0.3284,9.0882,6.7448,15.2762,25.7231,11.0558,144.4569,99.1312,162.6297,61.3371,10.6415,0.0,59.0112575658,3.5581456454628024,18.8873551004621,7.483376951867845
2017-06-11 10:58:00,-91054.66350953566,-9394.845572783492,46.34840317651301,24.49346164350773,32.18897489950424,26.75496848146454,13.009280776285946,9.747838651218128,17.54653860777857,5.365950464379287,10.241514300578565,-243.03769697133805,-2143.076397190547,-3127.6301850647305,-8229.17848225011,-45876.30615135326,64.5517149565542,4.266549410275,81.840053,11.112045,49.5118,51.0073,46.911,24.1064,35.8987,36.713,17.37,13.293,18.9159,5.2918,9.8323,2.899,0.7102,0.3145,0.2449,0.1549,2.5303,0.0264,3.5521,2.6252,8.9897,15.3556,9.8821,129.4318,90.7647,150.6464,59.2027,10.7555,0.0538,49.1494,51.004,45.8789,24.0786,24.1958,6.1377,4.9399,2.4626,13.8703,5.254,9.8254,2.5969,0.4393,0.3131,0.0924,0.0555,3.2325,0.3367,9.1763,6.8161,15.4179,25.9874,11.1549,145.7957,100.0178,164.1428,61.9612,10.7758,0.0,58.7312573759,0.9898376826342484,60.27483586952139,9.037363696567004
2017-06-11 10:59:00,-108074.98452608577,-11147.085835994776,45.426878930705016,24.09103433620308,28.700612199852767,18.924283180991768,9.917145830193647,7.031612982530134,16.108483362155596,5.320363270259538,9.944778070196234,-156.63783013057295,-1388.5237142319402,-2026.4273765523085,-5331.778879292807,-29723.783573943634,41.51526283938192,1.9842300435230198,81.840016,11.112247,49.4509,50.9419,46.6233,24.0887,33.9971,32.0198,15.3429,11.4448,17.9346,5.2779,9.8273,2.8236,0.6536,0.3142,0.2137,0.135,3.0407,0.0717,5.2713,3.9197,11.2016,18.9825,10.24,133.1304,92.8416,153.6117,59.9916,10.8363,0.0542,49.1497,51.0043,45.8791,24.0789,24.1955,6.1373,4.9398,2.4625,13.8701,5.2541,9.8257,2.5969,0.4393,0.3131,0.0924,0.0555,3.2329,0.3369,9.1771,6.8168,15.4194,25.99,11.1559,145.8093,100.0269,164.1584,61.9677,10.7771,0.0,58.7283921115,0.7640650986022339,67.24166388571612,8.997786620988308
2017-06-11 11:01:00,80209.93703069391,8350.703052279601,45.97413713569386,24.44156366712276,30.860431635661833,24.01551614958477,11.913328893831393,8.769830292652037,16.980525515338993,5.3001410786108965,9.878282058366965,-220.54409347844754,-1946.4852160102246,-2840.722768612777,-7474.289893075191,-41667.92738039218,67.47311717893106,3.3636006729573995,81.839873,11.113,49.4991,51.0073,46.8667,24.1057,35.4258,35.6307,16.9086,12.8583,18.7043,5.2904,9.8328,2.8855,0.6982,0.3144,0.2379,0.1505,2.656,0.0374,3.8192,2.8307,9.3392,15.8963,10.0034,130.6874,91.5169,151.7123,59.4965,10.7889,0.0539,49.1504,51.0048,45.8783,24.0796,24.1945,6.1356,4.9394,2.462,13.8693,5.2545,9.8264,2.5969,0.4393,0.3131,0.0924,0.0555,3.2337,0.3371,9.179,6.8182,15.4223,25.9955,11.1578,145.8355,100.0439,164.187,61.9795,10.7797,0.0,58.7230884697,0.6970213754808806,75.66999581269097,9.862428397810294
2017-06-11 11:03:00,-218691.46025807556,-22622.69805853165,44.74268616994914,24.8697841894266,24.709632820351143,9.98034920743982,6.378902570879629,3.905971425713866,14.520556721977426,5.334149624947252,10.011718863817578,-209.10238912945803,-1846.411774310448,-2694.6744441602004,-7090.018845080776,-39525.67997611992,12.406326500886943,0.4842847805174659,81.839777,11.113503,49.3205,50.974,46.3063,24.0859,29.8581,20.7846,10.725,7.3857,16.0599,5.2675,9.8281,2.7182,0.5545,0.3138,0.1573,0.0989,4.3006,0.1935,7.6669,5.7219,13.8386,23.3699,10.7457,139.1497,96.4493,158.6769,61.2932,10.9605,0.0548,49.1514,51.0059,45.8779,24.0806,24.1933,6.1343,4.9391,2.4617,13.869,5.2549,9.8273,2.597,0.4392,0.3132,0.0924,0.0555,3.2343,0.3372,9.1806,6.8194,15.4248,26.0001,11.1595,145.8602,100.0586,164.2119,61.9897,10.782,0.0,58.718498582500004,0.272952172994189,51.538164661546595,5.9853749009170505
2017-06-11 11:04:00,109254.24855295854,11360.333566039617,45.32990934625113,25.024288369267442,27.154092431663955,15.179891729658545,8.292687505846228,5.602054501381484,15.388014719201516,5.1969983372224675,9.352874122924257,-130.8050842695007,-1162.8028706183406,-1697.0077978524264,-4465.035579009415,-24891.833327123517,22.032192201411146,1.4923991036182858,81.839727,11.113796,49.4014,50.9556,46.5117,24.0891,32.5119,27.684,13.49,9.7913,17.1609,5.2742,9.8289,2.7783,0.6115,0.3141,0.1886,0.12,3.5274,0.1172,6.5954,4.9094,12.6995,21.5041,10.4535,135.6829,94.3117,155.6926,60.5379,10.8917,0.0545,49.1517,51.0062,45.878,24.0809,24.1927,6.1335,4.939,2.4615,13.8688,5.2551,9.8276,2.597,0.4392,0.3132,0.0924,0.0555,3.2346,0.3373,9.1813,6.82,15.4259,26.0023,11.1602,145.8707,100.0653,164.2232,61.9944,10.7831,0.0,58.7164495258,0.4101109580065515,53.97760885453491,7.656098157010839
2017-06-11 11:05:00,-41397.164907710976,-4259.113305822927,44.966454097633104,24.444462627923908,25.99059419178628,12.40799716552693,7.215126678375656,4.666004802534434,14.918731334161407,5.291881915152418,9.8281874109381,-121.05871098724265,-1077.783783065609,-1572.9299698827022,-4138.571600969874,-23071.850757024313,11.190681234191475,1.1177333396773992,81.839664,11.114142,49.3596,51.0022,46.4977,24.0969,31.2572,23.9091,11.9359,8.4195,16.575,5.2749,9.8313,2.7535,0.582,0.3139,0.1703,0.1088,3.9692,0.16,7.48,5.5734,13.6268,23.0635,10.6155,137.6822,95.4841,157.321,60.9539,10.9311,0.0547,49.152,51.0066,45.8778,24.0813,24.1917,6.1328,4.9389,2.4613,13.8686,5.2552,9.828,2.597,0.4392,0.3132,0.0924,0.0555,3.2349,0.3374,9.1819,6.8204,15.4269,26.0041,11.1608,145.8797,100.0711,164.233,61.9984,10.7839,0.0,58.7145575634,0.36763569447424493,38.45729917799729,6.969922207919494
2017-06-11 11:34:00,54716.921188227905,5705.35869197325,46.91840446571586,31.485694141831903,35.89641166313305,35.897797658023705,17.081642916473754,13.273366355930296,19.475555328985166,5.401955378852873,10.124496602111494,-240.48016909623652,-2121.7329757343114,-3096.4813518795986,-8147.22208311497,-45419.41280946066,177.80452727220342,20.24685914059466,81.838012,11.123897,49.5502,51.0448,47.0106,24.1258,36.5487,38.4144,18.1703,14.0796,19.3574,5.3037,9.8481,2.9359,0.7368,0.3152,0.2613,0.164,2.2419,0.0114,0.733,0.5205,3.5498,6.2779,8.9692,123.4773,89.1532,148.3593,58.5009,10.6577,0.0533,49.164,51.018,45.8705,24.0934,24.1777,6.1124,4.9338,2.4559,13.8642,5.2609,9.8397,2.5973,0.4388,0.3137,0.0924,0.0555,3.2345,0.3383,9.1787,6.8177,15.4218,26.0007,11.155,145.8285,100.0205,164.1392,61.9593,10.7755,0.0,58.7323399609,1.926380348629522,75.30226907796208,15.892208438946511
2017-06-11 11:49:00,-179772.73380774504,-18580.823647315494,46.99748676817757,30.20912845087885,35.21503454590052,34.071069600073166,16.17809559881806,12.510261521221402,19.083288563630898,5.379949517562235,10.098475387154485,-165.27021775016135,-1464.8401813763996,-2137.8045008449467,-5624.825748779048,-31357.471302341328,133.7478589430392,11.787100840887662,81.837144,11.129278,49.555,51.0505,47.0131,24.1313,36.5163,38.3239,18.1219,14.0226,19.3285,5.3058,9.8538,2.9343,0.7349,0.3155,0.2599,0.1634,2.2864,0.0123,1.3464,0.9758,5.1005,8.8829,9.3352,125.2069,89.2505,148.4356,58.5117,10.6545,0.0533,49.1701,51.0237,45.8666,24.0996,24.1695,6.1019,4.9312,2.4531,13.8611,5.2637,9.8457,2.5976,0.4386,0.314,0.0924,0.0555,3.2273,0.3375,9.1606,6.803,15.3924,25.95,11.1326,145.5484,99.8225,163.7949,61.8167,10.7454,0.0,58.7964276259,1.7305519831865996,70.75867993790285,11.988216086179667
2017-06-11 11:50:00,54740.73798452268,5712.254655555151,46.41016812493453,30.35078116191845,31.882966041752287,25.994591883822082,12.820943204280443,9.564725013281489,17.631597305271352,5.457105126512156,10.431855530264194,-197.57497939208974,-1746.918956341493,-2549.4734886157376,-6707.977328575866,-37395.861840383695,83.9124250460846,2.2360392578796415,81.837093,11.129599,49.5344,51.0391,46.9422,24.1281,35.8948,36.7468,17.4037,13.3279,18.958,5.3021,9.853,2.9088,0.714,0.3154,0.2477,0.1561,2.501,0.0257,3.091,2.2952,8.2487,14.0252,9.8712,128.8685,90.5099,150.2147,59.0328,10.7216,0.0536,49.1705,51.0241,45.8666,24.1,24.1692,6.1012,4.931,2.4529,13.861,5.2639,9.8461,2.5975,0.4386,0.314,0.0924,0.0555,3.2269,0.3374,9.159,6.8017,15.3898,25.9455,11.1306,145.5224,99.8052,163.7647,61.8042,10.7427,0.0,58.802028381,1.6919534486805672,73.16054782908844,7.005962944271164
